Original query:
modelling and simulation in agricultural ecosystems
52 Q0 CACM-0605 53 128.75929219140764 PseudoRel_BM25System
52 Q0 CACM-1752 54 128.52913426810446 PseudoRel_BM25System
52 Q0 CACM-2435 55 125.21883562782831 PseudoRel_BM25System
52 Q0 CACM-1728 56 123.25728957690261 PseudoRel_BM25System
52 Q0 CACM-2272 57 123.06311554322458 PseudoRel_BM25System
52 Q0 CACM-2077 58 122.91539021217679 PseudoRel_BM25System
52 Q0 CACM-2375 59 122.16977131674098 PseudoRel_BM25System
52 Q0 CACM-2911 60 121.08656028410351 PseudoRel_BM25System
52 Q0 CACM-2829 61 121.05493229777188 PseudoRel_BM25System
52 Q0 CACM-1288 62 119.66844705043385 PseudoRel_BM25System
52 Q0 CACM-2951 63 119.55420789227595 PseudoRel_BM25System
52 Q0 CACM-2262 64 118.73543803669077 PseudoRel_BM25System
52 Q0 CACM-1518 65 118.52163038061347 PseudoRel_BM25System
52 Q0 CACM-2862 66 118.02683757600747 PseudoRel_BM25System
52 Q0 CACM-3107 67 117.20461142729523 PseudoRel_BM25System
52 Q0 CACM-1541 68 116.0978230569541 PseudoRel_BM25System
52 Q0 CACM-2542 69 113.85949439310991 PseudoRel_BM25System
52 Q0 CACM-1199 70 113.44076200685177 PseudoRel_BM25System
52 Q0 CACM-2686 71 105.85267678808543 PseudoRel_BM25System
52 Q0 CACM-2955 72 105.48421215179677 PseudoRel_BM25System
52 Q0 CACM-1484 73 105.48108150230982 PseudoRel_BM25System
52 Q0 CACM-2859 74 103.41145601073785 PseudoRel_BM25System
52 Q0 CACM-1653 75 103.38774704888792 PseudoRel_BM25System
52 Q0 CACM-2091 76 103.10229397001319 PseudoRel_BM25System
52 Q0 CACM-1165 77 101.66984576409133 PseudoRel_BM25System
52 Q0 CACM-2734 78 101.34752231570661 PseudoRel_BM25System
52 Q0 CACM-1811 79 101.14700015938196 PseudoRel_BM25System
52 Q0 CACM-1253 80 100.20339519914414 PseudoRel_BM25System
52 Q0 CACM-1426 81 99.02695112769266 PseudoRel_BM25System
52 Q0 CACM-1856 82 98.14158713363784 PseudoRel_BM25System
52 Q0 CACM-2452 83 98.09544345824058 PseudoRel_BM25System
52 Q0 CACM-2105 84 95.11363788651198 PseudoRel_BM25System
52 Q0 CACM-2188 85 93.303016767074 PseudoRel_BM25System
52 Q0 CACM-1933 86 91.1073762100014 PseudoRel_BM25System
52 Q0 CACM-2276 87 89.65074116704778 PseudoRel_BM25System
52 Q0 CACM-2535 88 88.70971854317983 PseudoRel_BM25System
52 Q0 CACM-2596 89 86.97259865481503 PseudoRel_BM25System
52 Q0 CACM-1845 90 86.3259719457541 PseudoRel_BM25System
52 Q0 CACM-2652 91 85.89370053977055 PseudoRel_BM25System
52 Q0 CACM-1234 92 85.63484168746488 PseudoRel_BM25System
52 Q0 CACM-2918 93 85.47240816790594 PseudoRel_BM25System
52 Q0 CACM-3042 94 85.4612795205064 PseudoRel_BM25System
52 Q0 CACM-1674 95 84.53824689788327 PseudoRel_BM25System
52 Q0 CACM-1517 96 84.43213160768698 PseudoRel_BM25System
52 Q0 CACM-1166 97 83.08839429914543 PseudoRel_BM25System
52 Q0 CACM-2396 98 82.88524692280788 PseudoRel_BM25System
52 Q0 CACM-2890 99 80.82069407135367 PseudoRel_BM25System
52 Q0 CACM-2569 100 80.73992153480185 PseudoRel_BM25System
