Original query:
memory management aspects of operating systems
27 Q0 CACM-2914 68 96.37717304226334 PseudoRel_BM25System
27 Q0 CACM-1810 69 95.8508170568284 PseudoRel_BM25System
27 Q0 CACM-1708 70 95.66624476508628 PseudoRel_BM25System
27 Q0 CACM-0940 71 95.65648098737282 PseudoRel_BM25System
27 Q0 CACM-1295 72 95.53515988267115 PseudoRel_BM25System
27 Q0 CACM-3075 73 93.47750145713107 PseudoRel_BM25System
27 Q0 CACM-2095 74 93.35917014948352 PseudoRel_BM25System
27 Q0 CACM-1830 75 92.59288710522571 PseudoRel_BM25System
27 Q0 CACM-2375 76 91.21495100185271 PseudoRel_BM25System
27 Q0 CACM-1154 77 90.63087018021791 PseudoRel_BM25System
27 Q0 CACM-3063 78 89.5873762379991 PseudoRel_BM25System
27 Q0 CACM-2249 79 89.13263197160711 PseudoRel_BM25System
27 Q0 CACM-0865 80 88.21659432939616 PseudoRel_BM25System
27 Q0 CACM-2175 81 87.99076807244302 PseudoRel_BM25System
27 Q0 CACM-1949 82 86.8575235577431 PseudoRel_BM25System
27 Q0 CACM-2734 83 86.08955453753359 PseudoRel_BM25System
27 Q0 CACM-0241 84 85.8068489051552 PseudoRel_BM25System
27 Q0 CACM-1626 85 85.37972259515897 PseudoRel_BM25System
27 Q0 CACM-2680 86 85.16117396017854 PseudoRel_BM25System
27 Q0 CACM-2978 87 84.78300183690855 PseudoRel_BM25System
27 Q0 CACM-2526 88 84.31168242980415 PseudoRel_BM25System
27 Q0 CACM-2795 89 84.21556293066138 PseudoRel_BM25System
27 Q0 CACM-1844 90 83.52203879362652 PseudoRel_BM25System
27 Q0 CACM-2947 91 83.20872200992369 PseudoRel_BM25System
27 Q0 CACM-2319 92 81.8565925539638 PseudoRel_BM25System
27 Q0 CACM-2868 93 81.10967327509763 PseudoRel_BM25System
27 Q0 CACM-2377 94 81.07126779625408 PseudoRel_BM25System
27 Q0 CACM-2450 95 80.66392141020788 PseudoRel_BM25System
27 Q0 CACM-1456 96 80.33879914336627 PseudoRel_BM25System
27 Q0 CACM-3128 97 80.20234770221683 PseudoRel_BM25System
27 Q0 CACM-1669 98 79.73348628685213 PseudoRel_BM25System
27 Q0 CACM-1668 99 79.2209178744495 PseudoRel_BM25System
27 Q0 CACM-2688 100 78.97761002490125 PseudoRel_BM25System
