code optimization for space efficiency
13 Q0 CACM-3129 42 0.1238711583190052 TFIDFSystem
13 Q0 CACM-0149 43 0.12288630423054628 TFIDFSystem
13 Q0 CACM-1065 44 0.12242015746595988 TFIDFSystem
13 Q0 CACM-2964 45 0.12085820902491512 TFIDFSystem
13 Q0 CACM-2736 46 0.11870986005571332 TFIDFSystem
13 Q0 CACM-2586 47 0.11819877272575438 TFIDFSystem
13 Q0 CACM-1757 48 0.11819877272575438 TFIDFSystem
13 Q0 CACM-0333 49 0.11819877272575438 TFIDFSystem
13 Q0 CACM-2559 50 0.11674659710192367 TFIDFSystem
13 Q0 CACM-2078 51 0.11129049380223124 TFIDFSystem
13 Q0 CACM-1204 52 0.11057304545312506 TFIDFSystem
13 Q0 CACM-2133 53 0.11049893396563668 TFIDFSystem
13 Q0 CACM-1670 54 0.10881791774751991 TFIDFSystem
13 Q0 CACM-3171 55 0.10752400324181965 TFIDFSystem
13 Q0 CACM-2616 56 0.10742951913325788 TFIDFSystem
13 Q0 CACM-2537 57 0.10537246085771182 TFIDFSystem
13 Q0 CACM-2552 58 0.10081660026608462 TFIDFSystem
13 Q0 CACM-2253 59 0.1006238220392298 TFIDFSystem
13 Q0 CACM-3066 60 0.10008071267290151 TFIDFSystem
13 Q0 CACM-2929 61 0.09823629068914203 TFIDFSystem
13 Q0 CACM-1195 62 0.09725711762955826 TFIDFSystem
13 Q0 CACM-2389 63 0.09539185183048392 TFIDFSystem
13 Q0 CACM-1886 64 0.09305819350821165 TFIDFSystem
13 Q0 CACM-0093 65 0.09020432655386518 TFIDFSystem
13 Q0 CACM-1564 66 0.09010917232681545 TFIDFSystem
13 Q0 CACM-2290 67 0.08994099276272753 TFIDFSystem
13 Q0 CACM-2645 68 0.08984611865912583 TFIDFSystem
13 Q0 CACM-2836 69 0.08690927390555694 TFIDFSystem
13 Q0 CACM-1973 70 0.08677884579865511 TFIDFSystem
13 Q0 CACM-2892 71 0.08403254627530003 TFIDFSystem
13 Q0 CACM-2944 72 0.08349400397737665 TFIDFSystem
13 Q0 CACM-2931 73 0.08281468328580292 TFIDFSystem
13 Q0 CACM-1708 74 0.08281468328580292 TFIDFSystem
13 Q0 CACM-2411 75 0.08228644018717625 TFIDFSystem
13 Q0 CACM-2033 76 0.08038284584183628 TFIDFSystem
13 Q0 CACM-1465 77 0.0793640714822278 TFIDFSystem
13 Q0 CACM-1676 78 0.07734925377594568 TFIDFSystem
13 Q0 CACM-2816 79 0.07631348146438714 TFIDFSystem
13 Q0 CACM-3083 80 0.07538791500201886 TFIDFSystem
13 Q0 CACM-1651 81 0.0753623992421795 TFIDFSystem
13 Q0 CACM-1786 82 0.07533548151751379 TFIDFSystem
13 Q0 CACM-3173 83 0.07371536363541671 TFIDFSystem
13 Q0 CACM-1066 84 0.07332116382987972 TFIDFSystem
13 Q0 CACM-2344 85 0.07297099412825063 TFIDFSystem
13 Q0 CACM-2126 86 0.07187689492730065 TFIDFSystem
13 Q0 CACM-2374 87 0.0715608857555178 TFIDFSystem
13 Q0 CACM-1223 88 0.06962981497981194 TFIDFSystem
13 Q0 CACM-1641 89 0.06881731017722512 TFIDFSystem
13 Q0 CACM-2423 90 0.06873712504417331 TFIDFSystem
13 Q0 CACM-1345 91 0.06855528818093755 TFIDFSystem
13 Q0 CACM-1807 92 0.06848275942724813 TFIDFSystem
13 Q0 CACM-2863 93 0.06783420574612191 TFIDFSystem
13 Q0 CACM-1331 94 0.06529075064851195 TFIDFSystem
13 Q0 CACM-3005 95 0.06510515387353222 TFIDFSystem
13 Q0 CACM-2716 96 0.06492081137509176 TFIDFSystem
13 Q0 CACM-1901 97 0.06409366289407248 TFIDFSystem
13 Q0 CACM-2498 98 0.06303178410037875 TFIDFSystem
13 Q0 CACM-1523 99 0.06289475979902527 TFIDFSystem
13 Q0 CACM-2701 100 0.06270755267187741 TFIDFSystem
