parallel languages languages for parallel computation
10 Q0 CACM-3150 70 0.14414141796002325 TFIDFSystem
10 Q0 CACM-2312 71 0.14173786751373185 TFIDFSystem
10 Q0 CACM-0676 72 0.14173786751373185 TFIDFSystem
10 Q0 CACM-0083 73 0.14173786751373185 TFIDFSystem
10 Q0 CACM-0042 74 0.14173786751373185 TFIDFSystem
10 Q0 CACM-1485 75 0.14010545825714263 TFIDFSystem
10 Q0 CACM-2084 76 0.13899351017573672 TFIDFSystem
10 Q0 CACM-2645 77 0.13768225064577694 TFIDFSystem
10 Q0 CACM-0532 78 0.135832123033993 TFIDFSystem
10 Q0 CACM-0220 79 0.135832123033993 TFIDFSystem
10 Q0 CACM-0210 80 0.135832123033993 TFIDFSystem
10 Q0 CACM-1536 81 0.13420035010996179 TFIDFSystem
10 Q0 CACM-2080 82 0.13400513401781367 TFIDFSystem
10 Q0 CACM-2851 83 0.1315874585981196 TFIDFSystem
10 Q0 CACM-2694 84 0.1303988381126333 TFIDFSystem
10 Q0 CACM-3044 85 0.12842158676707144 TFIDFSystem
10 Q0 CACM-1835 86 0.12830170170068006 TFIDFSystem
10 Q0 CACM-2175 87 0.1277120752379716 TFIDFSystem
10 Q0 CACM-2931 88 0.12690711798654222 TFIDFSystem
10 Q0 CACM-2404 89 0.12538349818522435 TFIDFSystem
10 Q0 CACM-2131 90 0.12538349818522435 TFIDFSystem
10 Q0 CACM-2305 91 0.12509415915816305 TFIDFSystem
10 Q0 CACM-2411 92 0.12420696654002004 TFIDFSystem
10 Q0 CACM-2195 93 0.12361436159397252 TFIDFSystem
10 Q0 CACM-2710 94 0.12333226959255511 TFIDFSystem
10 Q0 CACM-2119 95 0.1207396649191049 TFIDFSystem
10 Q0 CACM-1846 96 0.12039523759412947 TFIDFSystem
10 Q0 CACM-3105 97 0.11753813612176393 TFIDFSystem
10 Q0 CACM-2570 98 0.11586910084247046 TFIDFSystem
10 Q0 CACM-2941 99 0.11446524367413612 TFIDFSystem
10 Q0 CACM-2132 100 0.11241279147640802 TFIDFSystem
