concurrency control mechanisms in operating systems
26 Q0 CACM-0025 34 0.12572124191580364 TFIDFSystem
26 Q0 CACM-0084 35 0.12553222896902305 TFIDFSystem
26 Q0 CACM-1290 36 0.12342650552498746 TFIDFSystem
26 Q0 CACM-2558 37 0.12036336992812387 TFIDFSystem
26 Q0 CACM-2080 38 0.12032010456940545 TFIDFSystem
26 Q0 CACM-1750 39 0.1188298635842086 TFIDFSystem
26 Q0 CACM-2597 40 0.11731720980728616 TFIDFSystem
26 Q0 CACM-2867 41 0.11642206183140152 TFIDFSystem
26 Q0 CACM-2151 42 0.11635558604529016 TFIDFSystem
26 Q0 CACM-0439 43 0.11575231827543397 TFIDFSystem
26 Q0 CACM-1247 44 0.11518352925872705 TFIDFSystem
26 Q0 CACM-3128 45 0.11466621405561987 TFIDFSystem
26 Q0 CACM-1341 46 0.11444163094491021 TFIDFSystem
26 Q0 CACM-1680 47 0.11377839573680842 TFIDFSystem
26 Q0 CACM-1728 48 0.1134453008521554 TFIDFSystem
26 Q0 CACM-2119 49 0.1114651953763438 TFIDFSystem
26 Q0 CACM-2379 50 0.10965985728729997 TFIDFSystem
26 Q0 CACM-0618 51 0.10950683803680733 TFIDFSystem
26 Q0 CACM-3105 52 0.10903896104462756 TFIDFSystem
26 Q0 CACM-2320 53 0.10895127579119389 TFIDFSystem
26 Q0 CACM-2878 54 0.1084270185704019 TFIDFSystem
26 Q0 CACM-2482 55 0.10827251750320342 TFIDFSystem
26 Q0 CACM-1360 56 0.10686305562843311 TFIDFSystem
26 Q0 CACM-0652 57 0.10686305562843311 TFIDFSystem
26 Q0 CACM-0597 58 0.10686305562843311 TFIDFSystem
26 Q0 CACM-0018 59 0.10686305562843311 TFIDFSystem
26 Q0 CACM-2314 60 0.10581867567881979 TFIDFSystem
26 Q0 CACM-2311 61 0.10511120225747518 TFIDFSystem
26 Q0 CACM-0104 62 0.10446137721032397 TFIDFSystem
26 Q0 CACM-2583 63 0.10425663963749571 TFIDFSystem
26 Q0 CACM-2621 64 0.10417363548706983 TFIDFSystem
26 Q0 CACM-0086 65 0.10293642775459891 TFIDFSystem
26 Q0 CACM-2317 66 0.10267116613435293 TFIDFSystem
26 Q0 CACM-1476 67 0.10243983429405974 TFIDFSystem
26 Q0 CACM-2629 68 0.10227654188327512 TFIDFSystem
26 Q0 CACM-2995 69 0.1017743386937458 TFIDFSystem
26 Q0 CACM-2479 70 0.1017743386937458 TFIDFSystem
26 Q0 CACM-0651 71 0.1017743386937458 TFIDFSystem
26 Q0 CACM-3127 72 0.09971962833619324 TFIDFSystem
26 Q0 CACM-1591 73 0.09955975272568937 TFIDFSystem
26 Q0 CACM-2438 74 0.09803214933755515 TFIDFSystem
26 Q0 CACM-0795 75 0.09714823238948464 TFIDFSystem
26 Q0 CACM-2138 76 0.09696298837107513 TFIDFSystem
26 Q0 CACM-2366 77 0.09630592880516106 TFIDFSystem
26 Q0 CACM-3025 78 0.09326987671143168 TFIDFSystem
26 Q0 CACM-1324 79 0.09238600947551685 TFIDFSystem
26 Q0 CACM-3150 80 0.09235078881469527 TFIDFSystem
26 Q0 CACM-1472 81 0.09101013229420857 TFIDFSystem
26 Q0 CACM-1959 82 0.09094728138590051 TFIDFSystem
26 Q0 CACM-2321 83 0.09007901368136631 TFIDFSystem
26 Q0 CACM-2424 84 0.08912810910514543 TFIDFSystem
26 Q0 CACM-2818 85 0.08905254635702758 TFIDFSystem
26 Q0 CACM-0238 86 0.08905254635702758 TFIDFSystem
26 Q0 CACM-0300 87 0.08873829978844733 TFIDFSystem
26 Q0 CACM-2477 88 0.0885164786812142 TFIDFSystem
26 Q0 CACM-1050 89 0.08622012533135548 TFIDFSystem
26 Q0 CACM-1463 90 0.08597383566294561 TFIDFSystem
26 Q0 CACM-1677 91 0.0858392133274242 TFIDFSystem
26 Q0 CACM-1572 92 0.08549044450274648 TFIDFSystem
26 Q0 CACM-0987 93 0.08549044450274648 TFIDFSystem
26 Q0 CACM-3026 94 0.08521951929838106 TFIDFSystem
26 Q0 CACM-2826 95 0.08477634577919108 TFIDFSystem
26 Q0 CACM-3183 96 0.08437412111032697 TFIDFSystem
26 Q0 CACM-2936 97 0.08403841894930142 TFIDFSystem
26 Q0 CACM-1636 98 0.08372508621032881 TFIDFSystem
26 Q0 CACM-2876 99 0.08280590520701754 TFIDFSystem
26 Q0 CACM-2690 100 0.08220235048341008 TFIDFSystem
