optimization of intermediate and machine code
17 Q0 CACM-1148 88 0.06630485639546785 TFIDFSystem
17 Q0 CACM-0252 89 0.06622351984056839 TFIDFSystem
17 Q0 CACM-1331 90 0.06529075064851195 TFIDFSystem
17 Q0 CACM-2919 91 0.06316881589027681 TFIDFSystem
17 Q0 CACM-2701 92 0.06270755267187741 TFIDFSystem
17 Q0 CACM-1915 93 0.06232656501173978 TFIDFSystem
17 Q0 CACM-1168 94 0.06232656501173978 TFIDFSystem
17 Q0 CACM-3115 95 0.06095573985325046 TFIDFSystem
17 Q0 CACM-0719 96 0.060511228166737645 TFIDFSystem
17 Q0 CACM-3175 97 0.05961329407038047 TFIDFSystem
17 Q0 CACM-2979 98 0.05797820001092073 TFIDFSystem
17 Q0 CACM-0731 99 0.05770978241827757 TFIDFSystem
17 Q0 CACM-1154 100 0.05769002284131312 TFIDFSystem
