code optimization for space efficiency
13 Q0 CACM-2611 42 5.584574016189557 BM25System
13 Q0 CACM-1652 43 5.580391644333498 BM25System
13 Q0 CACM-1992 44 5.508712730854937 BM25System
13 Q0 CACM-0267 45 5.5016452711717685 BM25System
13 Q0 CACM-2645 46 5.422527475934696 BM25System
13 Q0 CACM-2533 47 5.380247855488923 BM25System
13 Q0 CACM-0164 48 5.370069346303751 BM25System
13 Q0 CACM-1234 49 5.366226217197592 BM25System
13 Q0 CACM-2834 50 5.345827114502407 BM25System
13 Q0 CACM-2078 51 5.336341247090491 BM25System
13 Q0 CACM-2107 52 5.333435531765252 BM25System
13 Q0 CACM-1369 53 5.293700759222387 BM25System
13 Q0 CACM-2897 54 5.288914868151363 BM25System
13 Q0 CACM-2616 55 5.286616829153064 BM25System
13 Q0 CACM-0117 56 5.243771007726482 BM25System
13 Q0 CACM-2892 57 5.180647839201869 BM25System
13 Q0 CACM-0797 58 5.157302643516783 BM25System
13 Q0 CACM-2508 59 5.123276964364494 BM25System
13 Q0 CACM-2856 60 5.118218845007496 BM25System
13 Q0 CACM-1757 61 5.117580166961404 BM25System
13 Q0 CACM-0149 62 5.095789827808307 BM25System
13 Q0 CACM-2433 63 5.0764145045358555 BM25System
13 Q0 CACM-1289 64 5.073140786570086 BM25System
13 Q0 CACM-2836 65 5.07169223699298 BM25System
13 Q0 CACM-2389 66 5.061990943540727 BM25System
13 Q0 CACM-1969 67 5.045977600615727 BM25System
13 Q0 CACM-1542 68 5.0325909470710775 BM25System
13 Q0 CACM-1414 69 5.032081597222153 BM25System
13 Q0 CACM-1064 70 5.032081597222153 BM25System
13 Q0 CACM-0230 71 5.032081597222153 BM25System
13 Q0 CACM-2133 72 5.024342960327649 BM25System
13 Q0 CACM-1708 73 5.013447689690626 BM25System
13 Q0 CACM-1676 74 4.991643427319013 BM25System
13 Q0 CACM-2964 75 4.974420217239393 BM25System
13 Q0 CACM-2344 76 4.972587998299907 BM25System
13 Q0 CACM-3066 77 4.969392868223554 BM25System
13 Q0 CACM-1670 78 4.968495654897823 BM25System
13 Q0 CACM-0195 79 4.934792451873826 BM25System
13 Q0 CACM-0066 80 4.913169224265329 BM25System
13 Q0 CACM-1465 81 4.8701019627827415 BM25System
13 Q0 CACM-1275 82 4.836367220453402 BM25System
13 Q0 CACM-1187 83 4.815935986368952 BM25System
13 Q0 CACM-1232 84 4.739828860493465 BM25System
13 Q0 CACM-2816 85 4.707790968912206 BM25System
13 Q0 CACM-1065 86 4.690426209808545 BM25System
13 Q0 CACM-1066 87 4.667411252442976 BM25System
13 Q0 CACM-2586 88 4.655306865174609 BM25System
13 Q0 CACM-2736 89 4.638222322299557 BM25System
13 Q0 CACM-1204 90 4.627840273158957 BM25System
13 Q0 CACM-2290 91 4.603589230336979 BM25System
13 Q0 CACM-1973 92 4.544631750601983 BM25System
13 Q0 CACM-2569 93 4.542999790983704 BM25System
13 Q0 CACM-1235 94 4.537684353038195 BM25System
13 Q0 CACM-1641 95 4.5156094381625556 BM25System
13 Q0 CACM-0333 96 4.491404147966023 BM25System
13 Q0 CACM-2411 97 4.48208784835029 BM25System
13 Q0 CACM-1786 98 4.458966792972902 BM25System
13 Q0 CACM-2931 99 4.4426995333216075 BM25System
13 Q0 CACM-2863 100 4.4088489033474785 BM25System
