memory management aspects of operating systems
27 Q0 CACM-1247 80 -33.78860358319058 SMOOTHQSystem
27 Q0 CACM-3112 81 -33.79578858542093 SMOOTHQSystem
27 Q0 CACM-2668 82 -33.84145407831385 SMOOTHQSystem
27 Q0 CACM-2106 83 -33.89918650856948 SMOOTHQSystem
27 Q0 CACM-2482 84 -33.906568548965325 SMOOTHQSystem
27 Q0 CACM-2163 85 -33.95638332927718 SMOOTHQSystem
27 Q0 CACM-2317 86 -33.9757642661279 SMOOTHQSystem
27 Q0 CACM-2840 87 -33.99933808255073 SMOOTHQSystem
27 Q0 CACM-2500 88 -34.02416180129417 SMOOTHQSystem
27 Q0 CACM-1924 89 -34.034757976097545 SMOOTHQSystem
27 Q0 CACM-2151 90 -34.05579866026908 SMOOTHQSystem
27 Q0 CACM-2621 91 -34.058135091729746 SMOOTHQSystem
27 Q0 CACM-3142 92 -34.076331065307734 SMOOTHQSystem
27 Q0 CACM-1083 93 -34.08382112872502 SMOOTHQSystem
27 Q0 CACM-3025 94 -34.15630973448525 SMOOTHQSystem
27 Q0 CACM-3177 95 -34.16146968344482 SMOOTHQSystem
27 Q0 CACM-2597 96 -34.1674241373496 SMOOTHQSystem
27 Q0 CACM-2080 97 -34.17172078425246 SMOOTHQSystem
27 Q0 CACM-3148 98 -34.18405854544468 SMOOTHQSystem
27 Q0 CACM-1928 99 -34.21362474715787 SMOOTHQSystem
27 Q0 CACM-0320 100 -34.23204777672897 SMOOTHQSystem
