concurrency control mechanisms in operating systems
26 Q0 CACM-2995 34 0.1406919814609321 TFIDFSystem
26 Q0 CACM-3128 35 0.14052920450216771 TFIDFSystem
26 Q0 CACM-1728 36 0.13866969894199835 TFIDFSystem
26 Q0 CACM-0638 37 0.13679819432551288 TFIDFSystem
26 Q0 CACM-2151 38 0.13678734849806296 TFIDFSystem
26 Q0 CACM-1069 39 0.13651519844131285 TFIDFSystem
26 Q0 CACM-2372 40 0.13590881200837757 TFIDFSystem
26 Q0 CACM-1462 41 0.13534064687900427 TFIDFSystem
26 Q0 CACM-2317 42 0.13463146494315953 TFIDFSystem
26 Q0 CACM-1750 43 0.1339645024381144 TFIDFSystem
26 Q0 CACM-2558 44 0.13293676220675327 TFIDFSystem
26 Q0 CACM-2740 45 0.1328990834641324 TFIDFSystem
26 Q0 CACM-2069 46 0.13203965549171148 TFIDFSystem
26 Q0 CACM-2080 47 0.12742680455297858 TFIDFSystem
26 Q0 CACM-0618 48 0.12689557203916715 TFIDFSystem
26 Q0 CACM-0025 49 0.12572124191580364 TFIDFSystem
26 Q0 CACM-2597 50 0.12532966567111864 TFIDFSystem
26 Q0 CACM-2479 51 0.12401299170356653 TFIDFSystem
26 Q0 CACM-1247 52 0.12387789625990694 TFIDFSystem
26 Q0 CACM-1387 53 0.12366564291116347 TFIDFSystem
26 Q0 CACM-2818 54 0.12310548377831557 TFIDFSystem
26 Q0 CACM-2878 55 0.12293477889189738 TFIDFSystem
26 Q0 CACM-1476 56 0.12118457048926415 TFIDFSystem
26 Q0 CACM-3105 57 0.12000903484477403 TFIDFSystem
26 Q0 CACM-2888 58 0.11937472167943952 TFIDFSystem
26 Q0 CACM-0086 59 0.11928183771681714 TFIDFSystem
26 Q0 CACM-0104 60 0.11819701583403677 TFIDFSystem
26 Q0 CACM-1572 61 0.11818126442718296 TFIDFSystem
26 Q0 CACM-1680 62 0.11770758082388011 TFIDFSystem
26 Q0 CACM-2366 63 0.11592042075982295 TFIDFSystem
26 Q0 CACM-0439 64 0.11575231827543397 TFIDFSystem
26 Q0 CACM-2379 65 0.1155395011586015 TFIDFSystem
26 Q0 CACM-2320 66 0.11538647656372075 TFIDFSystem
26 Q0 CACM-1591 67 0.11408900602543892 TFIDFSystem
26 Q0 CACM-2621 68 0.11296149030546673 TFIDFSystem
26 Q0 CACM-2314 69 0.11230494947335085 TFIDFSystem
26 Q0 CACM-1636 70 0.11190682752449818 TFIDFSystem
26 Q0 CACM-2119 71 0.1114651953763438 TFIDFSystem
26 Q0 CACM-3183 72 0.11116987514675031 TFIDFSystem
26 Q0 CACM-2852 73 0.11024371681640201 TFIDFSystem
26 Q0 CACM-2438 74 0.10993414688285968 TFIDFSystem
26 Q0 CACM-2742 75 0.10971576024710475 TFIDFSystem
26 Q0 CACM-2629 76 0.10926175981584701 TFIDFSystem
26 Q0 CACM-1959 77 0.10833601538826033 TFIDFSystem
26 Q0 CACM-2138 78 0.10831396751150446 TFIDFSystem
26 Q0 CACM-2482 79 0.10827251750320342 TFIDFSystem
26 Q0 CACM-3011 80 0.10766786879934176 TFIDFSystem
26 Q0 CACM-1360 81 0.10686305562843311 TFIDFSystem
26 Q0 CACM-0018 82 0.10686305562843311 TFIDFSystem
26 Q0 CACM-3127 83 0.10653021582045083 TFIDFSystem
26 Q0 CACM-2311 84 0.10511120225747518 TFIDFSystem
26 Q0 CACM-1677 85 0.10441354282994492 TFIDFSystem
26 Q0 CACM-2583 86 0.10425663963749571 TFIDFSystem
26 Q0 CACM-2821 87 0.10386785141213523 TFIDFSystem
26 Q0 CACM-2876 88 0.1035488112504417 TFIDFSystem
26 Q0 CACM-0300 89 0.10282917044553201 TFIDFSystem
26 Q0 CACM-3150 90 0.10244054805063245 TFIDFSystem
26 Q0 CACM-3141 91 0.10207517905823094 TFIDFSystem
26 Q0 CACM-0971 92 0.10205942222476268 TFIDFSystem
26 Q0 CACM-2826 93 0.10204262390829484 TFIDFSystem
26 Q0 CACM-2321 94 0.10192351365398822 TFIDFSystem
26 Q0 CACM-0651 95 0.1017743386937458 TFIDFSystem
26 Q0 CACM-3025 96 0.09914952058273321 TFIDFSystem
26 Q0 CACM-1304 97 0.09812386598133833 TFIDFSystem
26 Q0 CACM-2424 98 0.09751037062423171 TFIDFSystem
26 Q0 CACM-0795 99 0.09714823238948464 TFIDFSystem
26 Q0 CACM-3026 100 0.09618959309852752 TFIDFSystem
