parallel languages languages for parallel computation
10 Q0 CACM-1678 52 0.18434928718045082 TFIDFSystem
10 Q0 CACM-2557 53 0.1816576104548747 TFIDFSystem
10 Q0 CACM-1468 54 0.18155300897093027 TFIDFSystem
10 Q0 CACM-1269 55 0.18110949737865736 TFIDFSystem
10 Q0 CACM-2865 56 0.17814947159105454 TFIDFSystem
10 Q0 CACM-2406 57 0.17703796901520047 TFIDFSystem
10 Q0 CACM-3148 58 0.17507958440220048 TFIDFSystem
10 Q0 CACM-1569 59 0.172698614784889 TFIDFSystem
10 Q0 CACM-2317 60 0.16729370980636865 TFIDFSystem
10 Q0 CACM-2401 61 0.16484867774921222 TFIDFSystem
10 Q0 CACM-0194 62 0.16299854764079164 TFIDFSystem
10 Q0 CACM-2342 63 0.16080461793972683 TFIDFSystem
10 Q0 CACM-2645 64 0.1591049936203602 TFIDFSystem
10 Q0 CACM-3150 65 0.15815876830141723 TFIDFSystem
10 Q0 CACM-2647 66 0.1577764169562417 TFIDFSystem
10 Q0 CACM-1536 67 0.15562309308454506 TFIDFSystem
10 Q0 CACM-2129 68 0.15523671203884915 TFIDFSystem
10 Q0 CACM-1480 69 0.15523671203884915 TFIDFSystem
10 Q0 CACM-1485 70 0.15221644895210704 TFIDFSystem
10 Q0 CACM-1467 71 0.14968531865079338 TFIDFSystem
10 Q0 CACM-0689 72 0.14968531865079338 TFIDFSystem
10 Q0 CACM-2514 73 0.14562389928392722 TFIDFSystem
10 Q0 CACM-2710 74 0.14465443630904173 TFIDFSystem
10 Q0 CACM-2312 75 0.14173786751373185 TFIDFSystem
10 Q0 CACM-0676 76 0.14173786751373185 TFIDFSystem
10 Q0 CACM-0083 77 0.14173786751373185 TFIDFSystem
10 Q0 CACM-0042 78 0.14173786751373185 TFIDFSystem
10 Q0 CACM-2851 79 0.1403550676919645 TFIDFSystem
10 Q0 CACM-2084 80 0.13899351017573672 TFIDFSystem
10 Q0 CACM-0990 81 0.13743285055401303 TFIDFSystem
10 Q0 CACM-0532 82 0.135832123033993 TFIDFSystem
10 Q0 CACM-0220 83 0.135832123033993 TFIDFSystem
10 Q0 CACM-0210 84 0.135832123033993 TFIDFSystem
10 Q0 CACM-2192 85 0.13514230304477948 TFIDFSystem
10 Q0 CACM-2080 86 0.13400513401781367 TFIDFSystem
10 Q0 CACM-3105 87 0.13277847676140034 TFIDFSystem
10 Q0 CACM-2175 88 0.13189404716302838 TFIDFSystem
10 Q0 CACM-2195 89 0.13170994360932303 TFIDFSystem
10 Q0 CACM-1008 90 0.1312645521227646 TFIDFSystem
10 Q0 CACM-2305 91 0.13050085143270074 TFIDFSystem
10 Q0 CACM-2694 92 0.1303988381126333 TFIDFSystem
10 Q0 CACM-2941 93 0.1293071440356121 TFIDFSystem
10 Q0 CACM-3044 94 0.12842158676707144 TFIDFSystem
10 Q0 CACM-1835 95 0.12830170170068006 TFIDFSystem
10 Q0 CACM-2570 96 0.12725161089412873 TFIDFSystem
10 Q0 CACM-2931 97 0.12690711798654222 TFIDFSystem
10 Q0 CACM-0265 98 0.12675174593537059 TFIDFSystem
10 Q0 CACM-2112 99 0.12564203252313252 TFIDFSystem
10 Q0 CACM-2404 100 0.12538349818522435 TFIDFSystem
