concurrency control mechanisms in operating systems
26 Q0 CACM-1754 42 6.281101395473847 BM25System
26 Q0 CACM-0104 43 6.217579904907302 BM25System
26 Q0 CACM-0059 44 6.208084497788954 BM25System
26 Q0 CACM-2379 45 6.181507740904442 BM25System
26 Q0 CACM-3025 46 6.171405760034544 BM25System
26 Q0 CACM-2849 47 6.107949095056821 BM25System
26 Q0 CACM-2424 48 6.104505452391892 BM25System
26 Q0 CACM-1476 49 6.096016019291982 BM25System
26 Q0 CACM-2629 50 6.094685901443357 BM25System
26 Q0 CACM-3050 51 6.082455639640218 BM25System
26 Q0 CACM-3127 52 6.038292649620701 BM25System
26 Q0 CACM-0084 53 6.0374820716165045 BM25System
26 Q0 CACM-1290 54 5.9394875107242155 BM25System
26 Q0 CACM-2321 55 5.884384532437658 BM25System
26 Q0 CACM-2621 56 5.874215764276779 BM25System
26 Q0 CACM-2985 57 5.84410379353071 BM25System
26 Q0 CACM-2866 58 5.822788818342501 BM25System
26 Q0 CACM-2151 59 5.804426791594249 BM25System
26 Q0 CACM-0618 60 5.798463434618922 BM25System
26 Q0 CACM-1341 61 5.729133891303981 BM25System
26 Q0 CACM-3183 62 5.725336627303852 BM25System
26 Q0 CACM-2876 63 5.716761259400464 BM25System
26 Q0 CACM-2950 64 5.6933334105803 BM25System
26 Q0 CACM-0086 65 5.685913266930855 BM25System
26 Q0 CACM-1534 66 5.582974820142125 BM25System
26 Q0 CACM-1552 67 5.562265529192085 BM25System
26 Q0 CACM-2438 68 5.548867225130806 BM25System
26 Q0 CACM-3011 69 5.5263811527799405 BM25System
26 Q0 CACM-0696 70 5.505496863792537 BM25System
26 Q0 CACM-2742 71 5.464947092193141 BM25System
26 Q0 CACM-1324 72 5.463702813660847 BM25System
26 Q0 CACM-1922 73 5.423333512983785 BM25System
26 Q0 CACM-2138 74 5.42134001968341 BM25System
26 Q0 CACM-0300 75 5.406089139477969 BM25System
26 Q0 CACM-1923 76 5.377771046764795 BM25System
26 Q0 CACM-1636 77 5.346469101634117 BM25System
26 Q0 CACM-2378 78 5.294020213272144 BM25System
26 Q0 CACM-3174 79 5.285873062977895 BM25System
26 Q0 CACM-2624 80 5.262366639841933 BM25System
26 Q0 CACM-3153 81 5.255999695958282 BM25System
26 Q0 CACM-1485 82 5.239584865642719 BM25System
26 Q0 CACM-2821 83 5.204313025859143 BM25System
26 Q0 CACM-0251 84 5.182903570839365 BM25System
26 Q0 CACM-1844 85 5.182303056472679 BM25System
26 Q0 CACM-3141 86 5.162811644035152 BM25System
26 Q0 CACM-2358 87 5.154412613310272 BM25System
26 Q0 CACM-2522 88 5.132469162134261 BM25System
26 Q0 CACM-2888 89 5.098364705611855 BM25System
26 Q0 CACM-1226 90 5.078989972368127 BM25System
26 Q0 CACM-2949 91 5.062958525825054 BM25System
26 Q0 CACM-2709 92 5.050144618073821 BM25System
26 Q0 CACM-1264 93 5.0345886753849225 BM25System
26 Q0 CACM-1951 94 5.017692484335515 BM25System
26 Q0 CACM-1747 95 5.009380045211239 BM25System
26 Q0 CACM-2364 96 5.006553069475283 BM25System
26 Q0 CACM-3014 97 4.88496973526348 BM25System
26 Q0 CACM-3154 98 4.860228917245396 BM25System
26 Q0 CACM-3072 99 4.85639539988022 BM25System
26 Q0 CACM-2256 100 4.820978779329297 BM25System
