parallel processors in information retrieval
50 Q0 CACM-2032 85 5.24853002116305 BM25System
50 Q0 CACM-0950 86 5.239614736327685 BM25System
50 Q0 CACM-1960 87 5.226685181899358 BM25System
50 Q0 CACM-2484 88 5.1982886430574435 BM25System
50 Q0 CACM-2182 89 5.143271716434871 BM25System
50 Q0 CACM-2451 90 5.112537962738765 BM25System
50 Q0 CACM-2832 91 5.101971758841665 BM25System
50 Q0 CACM-2575 92 5.095545362461457 BM25System
50 Q0 CACM-0440 93 5.070760204631041 BM25System
50 Q0 CACM-2895 94 5.049775740331734 BM25System
50 Q0 CACM-2623 95 5.0331515746381585 BM25System
50 Q0 CACM-0944 96 5.0331515746381585 BM25System
50 Q0 CACM-1795 97 5.0286003013308616 BM25System
50 Q0 CACM-2342 98 5.01008711512465 BM25System
50 Q0 CACM-1468 99 4.958061807679693 BM25System
50 Q0 CACM-2557 100 4.939190677148919 BM25System
