memory management aspects of operating systems
27 Q0 CACM-2127 76 -36.9763004603981 SMOOTHQSystem
27 Q0 CACM-3148 77 -37.00357950899875 SMOOTHQSystem
27 Q0 CACM-2597 78 -37.01087066343488 SMOOTHQSystem
27 Q0 CACM-1810 79 -37.017231726461816 SMOOTHQSystem
27 Q0 CACM-2365 80 -37.03020048618634 SMOOTHQSystem
27 Q0 CACM-2681 81 -37.040585554946766 SMOOTHQSystem
27 Q0 CACM-3142 82 -37.08841747863952 SMOOTHQSystem
27 Q0 CACM-2080 83 -37.10575567053937 SMOOTHQSystem
27 Q0 CACM-1924 84 -37.12439124725604 SMOOTHQSystem
27 Q0 CACM-2317 85 -37.130091807813706 SMOOTHQSystem
27 Q0 CACM-2482 86 -37.135070459971374 SMOOTHQSystem
27 Q0 CACM-2500 87 -37.13899219585008 SMOOTHQSystem
27 Q0 CACM-1247 88 -37.15942255574378 SMOOTHQSystem
27 Q0 CACM-1928 89 -37.196175559599666 SMOOTHQSystem
27 Q0 CACM-2151 90 -37.2573224761367 SMOOTHQSystem
27 Q0 CACM-2262 91 -37.30675980362089 SMOOTHQSystem
27 Q0 CACM-2163 92 -37.31283775658984 SMOOTHQSystem
27 Q0 CACM-1083 93 -37.35620666891312 SMOOTHQSystem
27 Q0 CACM-2138 94 -37.40381385077678 SMOOTHQSystem
27 Q0 CACM-0320 95 -37.41088482813895 SMOOTHQSystem
27 Q0 CACM-2621 96 -37.422483441939534 SMOOTHQSystem
27 Q0 CACM-2818 97 -37.43833421574729 SMOOTHQSystem
27 Q0 CACM-2668 98 -37.44403960479997 SMOOTHQSystem
27 Q0 CACM-3025 99 -37.4531984854668 SMOOTHQSystem
27 Q0 CACM-2950 100 -37.453267028438205 SMOOTHQSystem
