parallel languages languages for parallel computation
10 Q0 CACM-2401 35 -36.67627865954151 SMOOTHQSystem
10 Q0 CACM-2182 36 -36.70854409208236 SMOOTHQSystem
10 Q0 CACM-2557 37 -36.76308430437911 SMOOTHQSystem
10 Q0 CACM-1366 38 -36.77111564818024 SMOOTHQSystem
10 Q0 CACM-2265 39 -36.7847606849941 SMOOTHQSystem
10 Q0 CACM-2705 40 -36.85393192938185 SMOOTHQSystem
10 Q0 CACM-2081 41 -36.86624958951278 SMOOTHQSystem
10 Q0 CACM-1098 42 -36.86792690524854 SMOOTHQSystem
10 Q0 CACM-1496 43 -36.87178450029632 SMOOTHQSystem
10 Q0 CACM-1008 44 -36.8884295699311 SMOOTHQSystem
10 Q0 CACM-3077 45 -36.94440467335475 SMOOTHQSystem
10 Q0 CACM-2603 46 -36.95427075809543 SMOOTHQSystem
10 Q0 CACM-1923 47 -37.10795849807086 SMOOTHQSystem
10 Q0 CACM-1852 48 -37.10795849807086 SMOOTHQSystem
10 Q0 CACM-1466 49 -37.11467952478875 SMOOTHQSystem
10 Q0 CACM-3073 50 -37.16543632754225 SMOOTHQSystem
10 Q0 CACM-2342 51 -37.175113677358645 SMOOTHQSystem
10 Q0 CACM-2326 52 -37.21318867591803 SMOOTHQSystem
10 Q0 CACM-1216 53 -37.21318867591803 SMOOTHQSystem
10 Q0 CACM-2406 54 -37.35886467903642 SMOOTHQSystem
10 Q0 CACM-1138 55 -37.362386771221026 SMOOTHQSystem
10 Q0 CACM-1102 56 -37.362386771221026 SMOOTHQSystem
10 Q0 CACM-2570 57 -37.36670631016817 SMOOTHQSystem
10 Q0 CACM-3148 58 -37.389316717279755 SMOOTHQSystem
10 Q0 CACM-1703 59 -37.389379047849964 SMOOTHQSystem
10 Q0 CACM-2470 60 -37.42716542500503 SMOOTHQSystem
10 Q0 CACM-2195 61 -37.456242345976186 SMOOTHQSystem
10 Q0 CACM-1306 62 -37.46067179607065 SMOOTHQSystem
10 Q0 CACM-1142 63 -37.47539536417271 SMOOTHQSystem
10 Q0 CACM-2645 64 -37.56941648785407 SMOOTHQSystem
10 Q0 CACM-0463 65 -37.58222242716475 SMOOTHQSystem
10 Q0 CACM-2842 66 -37.60569981897824 SMOOTHQSystem
10 Q0 CACM-2727 67 -37.61130901459892 SMOOTHQSystem
10 Q0 CACM-2838 68 -37.63353097107815 SMOOTHQSystem
10 Q0 CACM-1471 69 -37.64876659244938 SMOOTHQSystem
10 Q0 CACM-0990 70 -37.71802149200207 SMOOTHQSystem
10 Q0 CACM-2175 71 -37.731602979895165 SMOOTHQSystem
10 Q0 CACM-2433 72 -37.75018519277521 SMOOTHQSystem
10 Q0 CACM-2192 73 -37.76505181428162 SMOOTHQSystem
10 Q0 CACM-2710 74 -37.78695123315808 SMOOTHQSystem
10 Q0 CACM-3150 75 -37.80180449870915 SMOOTHQSystem
10 Q0 CACM-2295 76 -37.82618562431199 SMOOTHQSystem
10 Q0 CACM-1613 77 -37.84744044143702 SMOOTHQSystem
10 Q0 CACM-0920 78 -37.87151235681892 SMOOTHQSystem
10 Q0 CACM-0762 79 -37.87151235681892 SMOOTHQSystem
10 Q0 CACM-1846 80 -37.8724946663282 SMOOTHQSystem
10 Q0 CACM-1485 81 -37.95986760133861 SMOOTHQSystem
10 Q0 CACM-1603 82 -37.988805840153 SMOOTHQSystem
10 Q0 CACM-0265 83 -38.01581183071467 SMOOTHQSystem
10 Q0 CACM-1200 84 -38.035458634417786 SMOOTHQSystem
10 Q0 CACM-1554 85 -38.1232450146553 SMOOTHQSystem
10 Q0 CACM-2112 86 -38.12759094764251 SMOOTHQSystem
10 Q0 CACM-3105 87 -38.1373194465139 SMOOTHQSystem
10 Q0 CACM-2956 88 -38.164907118512545 SMOOTHQSystem
10 Q0 CACM-1959 89 -38.1765276635563 SMOOTHQSystem
10 Q0 CACM-2080 90 -38.20239877065847 SMOOTHQSystem
10 Q0 CACM-2941 91 -38.20799056620195 SMOOTHQSystem
10 Q0 CACM-2317 92 -38.25726220974731 SMOOTHQSystem
10 Q0 CACM-2254 93 -38.259389248725824 SMOOTHQSystem
10 Q0 CACM-2782 94 -38.274589817301816 SMOOTHQSystem
10 Q0 CACM-3044 95 -38.28604638076892 SMOOTHQSystem
10 Q0 CACM-2126 96 -38.310280079913774 SMOOTHQSystem
10 Q0 CACM-1957 97 -38.31051669880229 SMOOTHQSystem
10 Q0 CACM-3171 98 -38.32794797817914 SMOOTHQSystem
10 Q0 CACM-0320 99 -38.356407282260896 SMOOTHQSystem
10 Q0 CACM-2898 100 -38.48355435289262 SMOOTHQSystem
